name,prompt,negative_prompt
Mughal Miniature Painting,"Mughal Miniature Painting {prompt}, Mughal Miniature Painting, often for detailed illustrations, royal themes, or Indian heritage.","abstract art, digital design"
Mumbai,"Mumbai {prompt}, Mumbai, often for Bollywood, street markets, or Indian hustle.","Kyoto, digital design"
Mummy Portrait_Portraiture,"Ancient mummy portrait {prompt}. Preserved yet lifeless, sunken bandaged face, unearthed after millennia yetseeing you still","Warm radiant smile, relaxed casual pose, bright natural lighting"
Munich cityscape,"{prompt} Munich cityscape. Marienplatz, Nymphenburg Palace, English Garden.","Sahara desert, camels, oasis."
Music Video Direction,"Music Video Direction {prompt}, Music Video Direction, often for visual storytelling, song interpretation, or music video production.","film direction, digital design"
Musica Variant_Architecture_Culture,"Musica {prompt}. Underground city that lives and breathes music, architecture crafted from resonant materials that produce harmelodies, joyful creative culture","Desolate caverns of dead silence, flat featureless walls absorbing sound, not a note to be heard"
Musical Films,"Musical Films {prompt}, Musical Films, often for song-and-dance numbers, musical storytelling, or Broadway-style entertainment.","war films, digital design"
Musical Theater,"Musical Theater {prompt}, Musical Theater, often for musical numbers, Broadway shows, or musical talents.","absurdist theater, digital design"
Mutated Beast_Uncategorized,"Hideous mutated beast {prompt}. Multitude of gangrenous misshapen limbs covered in oozing pustules, raw exposed musculature, utter grotesquerie just barely living",Adorable playful puppy frolicking happily in sunny field of grass
My Little Pony_Uncategorized,"My Little Pony style {prompt}. Cute pastel ponies, vibrant color palette, happy fantastical land, friendship","(Violent, scary, hyperrealistic, dirty, cluttered, creepy)"
Mystery,"Mystery {prompt}, Mystery, often for mysterious plots, detective work, or suspenseful writing.","romance writing, digital design"
Mystery Literature,"Mystery Literature {prompt}, Mystery Literature, often for detective stories, whodunits, or puzzling mysteries.","romance literature, digital design"
Mythic Fantasy Art,"Mythic Fantasy Art {prompt}, Mythic Fantasy, often for legendary creatures, ancient gods, or mystical landscapes.","Science Fiction Art, digital design"
Nantucket,"Nantucket {prompt}, Nantucket, often for lighthouses, beaches, or New England charm.","Sedona, digital design"
Native American Art,"Art created by Native Americans {prompt}, often using traditional materials, symbols, and techniques.","Asian art, digital design"
Native American Basketry,"Native American Basketry {prompt}, Native American Basketry, often for woven baskets, natural fibers, or tribal patterns.","industrial design, digital design"
Native American Mythology Art,"Native American Mythology Art {prompt}, Native American mythology, often for totems, spirits, or tribal heritage.","Mesoamerican Mythology Art, digital design"
Native American Pottery,"Native American Pottery {prompt}, Native American Pottery, often for earthenware, hand-built techniques, or indigenous designs.","modern ceramics, digital design"
Naturalism in Literature,"Naturalism in Literature {prompt}, Naturalism in Literature, often for deterministic themes, human nature, or environmental influence.","science fiction, digital design"
Nature Landscape Photography,"Nature Landscape Photography {prompt}, Nature Landscape Photography, often for scenic views, natural beauty, or outdoor exploration.","urban photography, digital art"
Nature Photography,"Nature Photography {prompt}, Nature Photography, often for flora, fauna, natural landscapes, or environmental beauty.","urban photography, digital design"
Nautical_Retro,"Vintage nautical style {prompt}. Rope, ships at sea, maritime map, navigation tools, 19th century","(Landlocked, urban city, futuristic, outer space, aerial view)"
Naïve Art (1)_Uncategorized,"Naive art painting {prompt} . Untrained style, candid perspective, abandoning tricks of realism, expressively handmade, unpretentious charm","Academic refinement, high-polish finish, mechanical perfection, digital tools removing artist's hand, sterile presentation"
Nebula,"Nebula {prompt}, Nebula, often for gas clouds, star formation, or celestial beauty.","Exoplanet, digital design"
Neo Pop_Pop Culture_Culture,"Neo-Pop artwork {prompt} . Vibrant postmodern remixing of commercial pop culture, hyperreality of simulation, larger than life appropriated imagery","High art elitism, exclusivity, aloof obscurantism, saying nothing to anyone"
Neo Rauch,"{prompt} in Surreal juxtapositions, enigmatic narratives, European allegories, psychological tension","Photographic studies, literal events, Americana, emotional clarity"
Neo-Dada_Uncategorized,"Neo-Dada artwork {prompt} . Modern resurrection of absurdism and anarchy, derailing rational thought through chance procedures, irrational juxtapositions, deliberately ridiculous","Sober good taste, rational composition, clear meaning, deference to artistic ideals"
Neo-Expressionism_Uncategorized,"Neo-Expressionist painting {prompt} . Spontaneous process over premeditation, raw primal gestural brushwork, intense colors, mythic archetypes, reborn painting connects to authentic human experience","Ideology, mechanical reproduction, oblique abstraction, postmodernist irony"
Neo-Gothic Architecture,"Neo-Gothic Architecture {prompt}, Neo-Gothic Architecture, often for 19th-century revival, historical details, or Victorian design.","minimalist architecture, digital design"
Neo-Noir,"Neo-Noir {prompt}, Neo-Noir, often for modern noir elements, psychological twists, or contemporary thrillers.","animated films, digital design"
Neo-Pop (1)_Pop Culture_Culture,"Neo-Pop artwork {prompt} . Exuberant remixing of commercial pop culture, hyper-reality of simulation, saturated colors, larger than life appropriated imagery","High art elitism, exclusivity, aloof obscurantism, saying nothing to anyone"
Neo-primitivism (1)_Still Life,"Neo-primitivist painting {prompt} . Masks, artifacts, ceremonial objects, references to ancestral magic and myths, abandoning Western rationalism","Familiar interior scenes, technology, pop culture materialism, casual snapshots, convenience"
Neoclassical Architecture,"Neoclassical Architecture {prompt}, Neoclassical Architecture, often for classical orders, balanced proportions, or Enlightenment ideals.","expressionist architecture, digital design"
Neoclassicism,"Neoclassicism {prompt}, Neoclassicism, often for classical themes, idealized beauty, or 18th-century revival.","futurism, digital design"
Neon Lighting_Uncategorized,"Vibrant neon lighting style {prompt}. Glowing neon tubes, bright luminous colors, intricate bent shapes, vibrant pink and blue tones","LEDs, solid non-glowing colors, matte surfaces, dark muted palette"
Neon Racer_Sci-Fi,"Futuristic neon racer bike {prompt}. Dynamic action pose, vibrant laser grid background","(Realistic scale, pragmatic design, safety features, recreational bike)"
Neon Tokyo_Retro,"Vibrant neon Tokyo street {prompt}. Pink and blue hues, crowded shops, retro cabs, manga ads","(Sepia tones, overcast lighting, dull concrete, empty streets)"
Neoplasticism,"Neoplasticism {prompt}, Neoplasticism, often for geometric abstraction, primary colors, or neoplastic harmony.","surrealism, digital design"
Neotokyo Variant_Sci-Fi_Architecture,"Neotokyo {prompt}. Dazzling underground Japanese mega city, anime mechas and holograms mixed with serene zen gardens, harmony of ancient tradition and sci-fi future","Dilapidated concrete skeletons, failed utopian dream turned dystopian ruin, neither past nor future honored"
Neue Sachlichkeit Variant_Portraiture,"Neue Sachlichkeit portrait {prompt} . Psychological intensity, detached scrutiny, social masks revealed in moments of unguarded emotion","Mannerism, aristocratic refinement, haughty posing"
Neue Wilde (1)_Uncategorized,"Neue Wilde painting {prompt} . Raw expressionistic brushwork, garish palette, rebellious exuberance, punk sensibility","Apollonian calm, good taste, deference to artistic ideals, gentility"
New Caelum Variant_Architecture,"New Caelum {prompt}. Idyllic underground city of soaring cathedrals and sprawling farmlands lit by bioluminescent fungi, neo-medieval steam/magic-punk utopia","Cramped underground bunker of concrete boxes just sustaining bare survival, devoid of nature or beauty"
New Caelum_Architecture,"""New Caelum {prompt}. Idyllic underground city of soaring cathedrals and sprawling farmlands lit by bioluminescent fungi, neo-medieval steam/magic-punk utopia""","""Cramped underground bunker of concrete boxes just sustaining bare survival, devoid of nature or beauty"""
New Media Art_Digital Media,"New Media artwork {prompt} . Radical redefinitions through cutting-edge tools, participatory and interactive modes, networked digital context, criticizing old media paradigms","Ossified assumptions, art institutionalized, worship of relics, passive viewing of rarefied objects"
New Orleans,"New Orleans {prompt}, New Orleans, often for Mardi Gras, jazz, or Creole cuisine.","Las Vegas, digital design"
New Perpendicular art_Uncategorized,"New Perpendicular painting  {prompt} . Jagged lines, bright colors, erratic brush, postmodernist combines early modern art styles","Controlled geometry, unsaturated hues, even smoothness, revivalism"
New Simplicity_Architecture,"New Simplicity painting  {prompt} . Return to naive style and representational tradition, allegorical and mythic themes, rejects avant-garde fragmentation","Childish technique, contemporary subjects, cutting-edge experimentation"
New York City,"New York City {prompt}, New York City, often for skyscrapers, Statue of Liberty, or bustling city life.","Paris, digital design"
New York cityscape,"{prompt} New York cityscape. Statue of Liberty, Times Square, Central Park.","Rural countryside, farms, sheep."
Niagara Falls,"Niagara Falls {prompt}, Niagara Falls, often for cascading waterfalls, misty views, or natural wonder.","Machu Picchu, digital design"
Nicole Eisenman,"{prompt} in Raw compositions, somatic forms, carnivalesque environments, existential bathers","Idealized nudes, delicate figures, civilized interiors, spiritual meanings"
